variety,harvest_code,location,treatment,state,quality_overall,watercore,tree_vigor,fruit_drop,red_pct,color_pattern,comments,coarse_texture,harvest_load,fruit_load,eating_quality,scab_susc,brix,flavor,flesh_color,firm_or_soft,firmness_value,ground_color,over_color,image_url,size,shape,weight_grams,harvest_window,russeting,season,biennial,storage_quality,evaluation_date,drop_status,rootstock,preharvest_drop_pct,drop_location,texture,CAR_susc,fireblight_susc,skin_feel,skin_thick,starch_index,DA_meter,tree_habit,tree_vigor2,brix_numeric,firmness_numeric,red_pct_numeric,starch_numeric,routing,is_premium,size_numeric,season_numeric
Empire,0.0,Belchertown,,MA,,,,,90,,next week maybe,,,,,,17.5,,,,3.0,,,,,,,,,,,,9/19/2022,none,,,,,,,,,12.2,3.5,,,17.5,3.0,90.0,12.2,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,60 barely,,"green, wait at least a week",,,,,,16,,,,3.1,,,,,,,,,,,,9/19/2022,"some (push-off), heavy crop",,,,,,,,,11.9,2-5.5?,,,16.0,3.1,,11.9,unknown,False,3,3
Honeycrisp,0.56,Belchertown,,MA,,,,,60,,"I suspect these had ReTain, keep picking based on color, some rots showing up in this block",,,,,,15.5,,,,3.4,,,,,,,,,,,,9/19/2022,nil,,,,,,,,,14.6,6-7,,,15.5,3.4,60.0,14.6,unknown,True,3,3
Pink Luster,0.22006034,Belchertown,no,MA,very good,,medium,,50,blush,very yellow background color; maturity does not advance fast,absent,,medium,good,,19,tart-sweet,white,fine melting but firm,3.4,yellow,pink-red,,large,conic,,September 16-30,mostly inconspicuous,middle-late,,,9/19/2022,nil,,0,,,,,dry,average,12.4,4-6,upright-spreading,strong,19.0,3.4,50.0,12.4,fresh_premium,False,5,4
Modi,0.61022087,Belchertown,,MA,,,,,99,,,,,,,,24,,,,3.0,,,,,,,,,,,,9/19/2022,none,,,,,,,,,14.3,3-4,,,24.0,3.0,99.0,14.3,unknown,False,3,3
Ruby Rush,0.29013054,Belchertown,,MA,,,,,80,,"significant watercore, very large apples, attractive, suitable for limited PYO planting",,,,,,17,,,,3.8 very large,,,,,,,,,,,,9/19/2022,none,,,,,,,,,13.5,4-5?,,,17.0,,80.0,13.5,unknown,False,3,3
Ambrosia,0.47028075,Belchertown,,MA,,,,,70,,"farther along than I thought, but could use 5 more days, this weekend?",,,,,,18.5,,,,3.4,,,,,,,,,,,,9/19/2022,none,,,,,,,,,13.5,4,,,18.5,3.4,70.0,13.5,unknown,True,3,3
DS-41 Pazazz,0.76050097,Belchertown,,MA,,,,,50 striped,,"test again in one week, kind of green but light crop and large apples = early maturity; top-work trees",,,,,,12,,,,3.6 large,,,,,,,,,,,,9/19/2022,none,,,,,,,,,12.4,4-6 (one 6),,,12.0,,,12.4,unknown,False,3,3
Evangeline,0.51,Belchertown,,MA,,,,,,,"New Brunswick exclusive, decent, nice thinned crop this year",,,,,,16,,,,3.2,,,,,,,,,,,,9/23/2022,significant,,,,,,,,,14.6,5-6-7,,,16.0,3.2,,14.6,unknown,False,3,3
RubyRush,0.29001061,Belchertown,,MA,,,,,85,,"uneven maturity, some getting greasy, water core pretty bad, very attractive on trees",,,,,,19,,,,3.6 very large,,,,,,,,,,,,9/23/2022,none,,,,,,,,,14.9,3-7+?,,,19.0,,85.0,14.9,unknown,False,3,3
Ashmeads Kernel,1.09,Belchertown,,MA,,,medium,,,,could stay on tree longer?,"present on some, skin cracks",side,light,,,24,,,,2.9,green,green-yellow,,medium,round-globose,,,mostly inconspicuous,middle-late,,,9/23/2022,none,,75,all over,medium,,,,,15.5,2-3+,spreading,medium-strong,24.0,2.9,,15.5,unknown,False,3,4
Michelin (cider),0.40013079,Belchertown,,MA,,,profuse,,90,solid,light crop = early maturity,absent,,light,,,17,,yellow-white,,2.7,,,,small-medium,a bit typey,,,somewhat conspicuous,middle-late,,,9/23/2022,none,,10,stem,fine,,,,,15.4,5-6-7,spreading,medium,17.0,2.7,90.0,15.4,unknown,False,1,4
Ambrosia,0.44031058,Belchertown,,MA,,,,,75-80,,"ready for 1st harvest, only 2 picks, finish in a week",,,,,,16,,,,3.2,,,,,,,,,,,,9/26/2022,none,,,,,,,,,13.7,4-5,,,16.0,3.2,,13.7,unknown,True,3,3
Golden Delicious,1.39,Belchertown,,MA,,,,,,,need another week really,,,,,,14,,,,3.3,,,,,,,,,,,,9/26/2022,none,,,,,,,,,12.7,4-5+,,,14.0,3.3,,12.7,unknown,False,3,3
Jonagold,0.53012083,Belchertown,,MA,,,,,65,,"hint of watercore, seen some cracking",,,,,,14.5,,,,3.6 very large,,,,,,,,,,,,9/26/2022,few,,,,,,,,,14,5-6-7,,,14.5,,65.0,14.0,unknown,False,3,3
Cordera,0.5902209,Belchertown,,MA,,,,,50,,bitter pit! not recommended unless you want a scab-resistant apple,,,,,,14,,,,3.6 large,,,,,,,,,,,,9/26/2022,few,,,,,,,,,14.1,3-6,,,14.0,,50.0,14.1,unknown,False,3,3
Firecracker,0.27009047,Belchertown,,MA,,,,,65,,"sensitive to crop load, these are off lightlycropped trees, heavily cropped do notlook good",,,,,,17,,,,3.2,,,,,,,,,,,,9/26/2022,none,,,,,,,,,14.7,3-7,,,17.0,3.2,65.0,14.7,unknown,False,3,3
Cortland,0.0,Belchertown,,MA,,,,,85,,"finally really ready for harvest, never starch tests well",,,,,,14,,,,3.6,,,,,,,,,,,,9/26/2022,nil,,,,,,,,,12.4,1-2+,,,14.0,3.6,85.0,12.4,unknown,False,3,3
Empire (Thome),0.0,Belchertown,,MA,,,,,99,,"could start harvest, red color is certainly there, will be better next week, ReTain?",,,,,,17,,,,3.0,,,,,,,,,,,,9/26/2022,none,,,,,,,,,12.9,3.5,,,17.0,3.0,99.0,12.9,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,80,,"will be economically ripe this weekend but better next week, ReTain probably",,,,,,16,,,,3.1,,,,,,,,,,,,9/26/2022,significant push-off,,,,,,,,,12.7,3-4,,,16.0,3.1,80.0,12.7,unknown,False,3,3
Liberty,0.0,Belchertown,,MA,,,,,99,,"very attractive apple, best to pick a bit on the early side vs. late, an excellent bakeror cider addition",,,,,,19,,,,3.0,,,,,,,,,,,,9/26/2022,none,,,,,,,,,13,2.5-4,,,19.0,3.0,99.0,13.0,unknown,False,3,3
Mutsu/Crispin,1.55,Belchertown,,MA,,,,,,,this is an early October apple in our neckof the woods...,,,,,,16,,,,3.2,,,,,,,,,,,,9/27/2022,some,,,,,,,,,11.5,2-5+,,,16.0,3.2,,11.5,unknown,False,3,3
DS-41 Bud.9,0.84073109,Belchertown,,MA,,,,,65,,"not as far along (at least in red color) as the DS-3, not as pretty, a touch of bitter pit",,,,,,15,,,,3.5,,,,,,,,,,,,9/28/2022,nil,,,,,,,,,13.5,4-5,,,15.0,3.5,65.0,13.5,unknown,False,3,3
Crimson Gold,0.11,Belchertown,,MA,,,,,90,,"wow, nice crop",,,,,,18,,,,3.1,,,,,,,,,,,,9/29/2022,nil,,,,,,,,,14.7,5-6+,,,18.0,3.1,90.0,14.7,unknown,False,3,3
Cripps Pink ‘Maslin’,0.28010048,Belchertown,,MA,,,,,75,,first pick based on color pop,,,,,,17,,,,3.0,,,,,,,,,,,,10/9/2022,nil,,,,,,,,,13.9,4-6+,,,17.0,3.0,75.0,13.9,unknown,False,3,3
Golden Russet,0.52038057,Belchertown,,MA,,,,,0,,getting there...,,,,,,23,,,,3.0,,,,,,,,,,,,10/9/2022,nil,,,,,,,,,15.3,3-4,,,23.0,3.0,0.0,15.3,unknown,False,3,3
Ludacrisp,0.58039083,Belchertown,,MA,,,,,75,,"distinct conic shape, getting there",,,,,,15,,,,3.2,,,,,,,,,,,,10/9/2022,nil,,,,,,,,,14.1,3-7,,,15.0,3.2,75.0,14.1,unknown,False,3,3
Crimson Topaz,0.53035072,Belchertown,,MA,,,,,85,,should be harvested,,,,,,17,,,,3.2,,,,,,,,,,,,10/9/2022,nil,,,,,,,,,13.7,4-8,,,17.0,3.2,85.0,13.7,unknown,False,3,3
MAIA 1 (Evercrisp),0.60025098,Belchertown,,MA,,,,,90,,"watercore, light cropwait a week",,,,,,24,,,,3.4,,,,,,,,,,,,10/9/2022,none,,,,,,,,,14.5,2-3,,,24.0,3.4,90.0,14.5,unknown,False,3,3
"Fuji ‘Brak, Kiku’",1.3,Belchertown,,MA,,,,,80 striped,,"heavy crop last year, light this yearcould use another week",,,,,,15,,,,3.0,,,,,,,,,,,,10/9/2022,none,,,,,,,,,13.4,3-6,,,15.0,3.0,,13.4,unknown,False,3,3
Delicious,1.28,Belchertown,,MA,,,,,95,,DA=1.28 (0.74-1.73); watercoreattractive on tree but yuk,,,,,,14,,,,3.25,,,,,,,,,,,,10/9/2022,few,,,,,,,,,12.1,2-5,,,14.0,3.25,95.0,12.1,unknown,False,3,3
Mutsu/Crispin,1.31,Belchertown,,MA,,,,,,,in middle of harvestuneven maturity,,,,,,18,,,,3.4,,,,,,,,,,,,10/9/2022,few,,,,,,,,,12.9,3-7,,,18.0,3.4,,12.9,unknown,False,3,3
Suncrisp,1.1,Belchertown,,MA,,,,,25,,DA=1.10 (0.69-1.44)could use another weekbackground should change fromgreen to yellow before harvest,,,,,,16,,,,3.2,,,,,,,,,,,,10/11/2022,none,,,,,,,,,13.5,3-6,,,16.0,3.2,25.0,13.5,unknown,False,3,3
Golden Delicious,1.06,Belchertown,,MA,,,,,,,"DA=1.06 (0.41-1.65)last call, some stil green, ReTain?",,,,,,14.5,,,,3.3,,,,,,,,,,,,10/11/2022,few,,,,,,,,,14.6,4-7+,,,14.5,3.3,,14.6,unknown,False,3,3
Cameo,0.0,Belchertown,,MA,,,,,85 striped,,very nice crop if thinnedready for first pickunder-planted apple IMHO,,,,,,16,,,,3.4,,,,,,,,,,,,10/11/2022,none,,,,,,,,,12.9,3-4,,,16.0,3.4,,12.9,unknown,False,3,3
MAIA 1 ‘Evercrisp’,0.40023053,Belchertown,,MA,,,,,75,,watercore; does not starch test well,,,,,,22,,,,3.3,,,,,,,,,,,,10/21/2022,none,,,,,,,,,15.2,3-4?,,,22.0,3.3,75.0,15.2,unknown,False,3,3
Cripps Pink (Pink Lady) Maslin cv.,0.29009045,Belchertown,,MA,,,,,90,,"starting to go over the hill, feeling a touch greasy",,,,,,15.5,,,,3.1,,,,,,,,,,,,10/21/2022,none,,,,,,,,,14,6,,,15.5,3.1,90.0,14.0,unknown,False,3,3
Suncrisp (NJ55),1.01,Belchertown,,MA,,,,,10-25,,"DA=1.01 (0.40-1.19); pick on color change from green to yellow, heavy crop trees still look very green",,,,,,13,,,,3.6,,,,,,,,,,,,10/21/2022,none,,,,,,,,,13.1,4-6+,,,13.0,3.6,,13.1,unknown,False,3,3
Goldrush,1.02,Belchertown,,MA,,,,,0-10,,lightly cropped trees; DA=1.02 (0.57-1.29); need another week minimum,,,,,,20,,,,3.2,,,,,,,,,,,,10/21/2022,nil,,,,,,,,,14.3,3-4,,,20.0,3.2,,14.3,unknown,False,3,3
Sweet Zinger,1.1,Belchertown,,MA,,,,,25-50,,DA=1.10 (0.95-1.26),,,,,,16,,,,3.3,,,,,,,,,,,,10/21/2022,nil,,,,,,,,,13,6.5-7,,,16.0,3.3,,13.0,unknown,False,3,3
Ludacrisp,0.43,Belchertown,,MA,,,,,75,,some stem and calyx end cracking; distinctly conic; DA=0.43 (0.08-1.05); very intense licorice flavor,,,,,,12,,,,3.4,,,,,,,,,,,,10/21/2022,nil,,,,,,,,,15.5,7,,,12.0,3.4,75.0,15.5,unknown,False,3,3
Goldrush,0.6900012,Belchertown,,MA,,,,,,,"light crop, variable maturity",,,,,,20,,,,3.2 light crop,,,,,,,,,,,,10/31/2022,none,,,,,,,,,15.5,4-5,,,20.0,,,15.5,unknown,False,3,3
Zestar!,0.59041097,Belchertown,,MA,,,,,35,,"Might have had a first pick, color not snapping on these, wait a few days",,,,,,14,,,,3.2,,,,,,,,,,,,8/21/2023,nil,,,,,,,,,13.3,4,,,14.0,3.2,35.0,13.3,unknown,False,3,3
Sansa,0.40016084,Belchertown,,MA,,,,,40,,"fire blight, had a first pick already, not so great looking, lots of russet/freeze damage, fire blight",,,,,,15,,,,3,,,,,,,,,,,,8/21/2023,nil,,,,,,,,,13,4 (3-5),,,15.0,3.0,40.0,13.0,unknown,False,3,3
Premier Honeycrisp,0.620281,Belchertown,,MA,,,,,45 (could be better),,"could do a first pick based on color, a lot of green color apples still",,,,,,13,,,,3.4,,,,,,,,,,,,8/21/2023,nil,,,,,,,,,12.3,6.5 (6-7),,,13.0,3.4,,12.3,unknown,False,3,3
Paulared (or is it Paula Red?),0.0,Belchertown,,MA,,,,,90,,remind me that other than applesauce what is this apple good for? fire blight!,,,,,,12.5,,,,3.3,,,,,,,,,,,,8/21/2023,"some, quite a few",,,,,,,,,11.4,5.5 (5-6),,,12.5,3.3,90.0,11.4,unknown,False,3,3
Akane,0.53018089,Belchertown,,MA,,,,,80,,not real pretty this year with some freeze damage,,,,,,17,,,,3.1,,,,,,,,,,,,8/21/2023,none,,,,,,,,,12.8,5.5 (4-7),,,17.0,3.1,80.0,12.8,unknown,False,3,3
MAIA SM (Sweet MAIA),0.84076092,Belchertown,,MA,,,,,95,,"lots of butt cracks, fire blight, freeze damage, very light crop from that",,,,,,19,,,,3.2,,,,,,,,,,,,8/21/2023,none,,,,,,,,,14.4,5 (4 to 6),,,19.0,3.2,95.0,14.4,unknown,False,3,3
Ginger Gold,1.0,Belchertown,,MA,,,,,,,"white seeds, over-cropped, may never be very good, I’d wait a week",,,,,,18,,,,2.9 small,,,,,,,,,,,,8/21/2023,none,,,,,,,,,10.6,3-4,,,18.0,,,10.6,unknown,False,3,3
mystery apple?,1.07,Belchertown,,MA,,,,,70,,"mac-like as far as DA goes, in the cider block, wood came from Headwater or Scott Farm, large leaves, drops easily, annual crop",,,,,,12,,,,3.25 flattish,,,,,,,,,,,,8/21/2023,significant,,,,,,,,,11.4,3-4,,,12.0,,70.0,11.4,unknown,False,3,3
"MN 55 (Rave, First Kiss)",0.31000063,Belchertown,,MA,,,,,95,,"over=mature, dropping like crazy, lots of trees dying",,,,,,13,,,,3.2,,,,,,,,,,,,8/24/2023,significant,,,,,,,,,12.4,5.50 (3-8),,,13.0,3.2,95.0,12.4,unknown,False,3,3
Blondee,0.93062107,Belchertown,,MA,,,,,,,"small, hand thinned late, not ripe, need another week",,,,,,17,,,,2.8,,,,,,,,,,,,8/28/2023,none,,,,,,,,,10.6,2.7,,,17.0,2.8,,10.6,unknown,False,3,3
Ginger Gold,1.02,Belchertown,,MA,,,,,,,"DA range = (0.52 to 1.17); out of E, some frost damage, lightish crop here",,,,,,15,,,,3.4,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,10.2,2-3-4-5,,,15.0,3.4,,10.2,unknown,False,3,3
Minneiska (SweeTango),0.33024037,Belchertown,,MA,,,,,65,,not thinned; a  little variable maturity; varietal flavor not quite there,,,,,,14.7,,,,3.2,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,12.9,5.5 (3.5 to 7),,,14.7,3.2,65.0,12.9,unknown,False,3,3
Akane,0.60055077,Belchertown,,MA,,,,,80,,"look nice, should all be harvested now",,,,,,16.8,,,,3.0,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,12.5,6-7,,,16.8,3.0,80.0,12.5,unknown,False,3,3
Pink Luster,0.65031089,Belchertown,,MA,,,,,55,,1 with moldy core,,,,,,18,,,,3.1,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,10.9,4.83 (4 to 7),,,18.0,3.1,55.0,10.9,unknown,False,3,3
DS-22 (River Belle),0.56015093,Belchertown,,MA,,,,,"65 striped, barely",,"as usual, kind of ugly, some bitter pit showing up",,,,,,15,,,,3.4,,,,,,,,,,,,8/28/2023,few,,,,,,,,,,6 (4-7),,,15.0,3.4,,,unknown,False,3,3
Honeycrisp,1.01,Belchertown,,MA,,,,,45 barely,,"likely had ReTain; need another week minimum, don’t even think about going there yet",,,,,,15,,,,3.1,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,10.9,4.5 (2-6),,,15.0,3.1,,10.9,unknown,True,3,3
Marshall McIntosh,0.0,Belchertown,,MA,,,,,45 lacking,,"frost flecking; still green, wait a week",,,,,,16,,,,3.1,,,,,,,,,,,,8/28/2023,nil,,,,,,,,,11.9, (3.7) 3-4-5,,,16.0,3.1,,11.9,unknown,False,3,3
Rubymac,0.0,Belchertown,,MA,,,,,95,,color is there but needs another week,,,,,,15.5,,,,3.2,,,,,,,,,,,,8/28/2023,none,,,,,,,,,11,4.3,,,15.5,3.2,95.0,11.0,unknown,False,3,3
MAIA12 Summerset,0.99074119,Belchertown,,MA,,,,,45 dull still,,"Flavor OK but could use another week, this is a tasty apple, not firm at all, handle with care, a Labor Day apple",,,,,,13,,,,3.4 large,,,,,,,,,,,,8/29/2023,none,,,,,,,,,11.2,3-4,,,13.0,,,11.2,unknown,False,3,3
Autumn Crisp,0.85061112,Northboro,,MA,,,,,50,,"Tested as NY 674, decent early apple, attractive; ripens September 15 according to acnursery.com",,,,,,13.3,,,,3.3,,,,,,,,,,,,9/1/2023,none,,,,,,,,,12.5,3-6,,,13.3,3.3,50.0,12.5,unknown,False,3,3
Honeycrisp,1.04,Belchertown,,MA,,,,,40 striped,,"NO RETAIN, random sample picked; DA range = 0.65-1.33",,,,,,14,,,,3.1,,,,,,,,,,,,9/5/2023,few,,,,,,,,,10.7,4-7,,,14.0,3.1,,10.7,unknown,True,3,3
Rubymac McIntosh,0.0,Belchertown,,MA,,,,,90,,"being harvested largely on account of good color, does not ripen any earlier than most Macs",,,,,,14.5,,,,3.0,,,,,,,,,,,,9/5/2023,few,,,,,,,,,11.7,4 barely,,,14.5,3.0,90.0,11.7,unknown,False,3,3
Honeycrisp,0.94,Belchertown,,MA,,,,,"50 striped, not great",,"From Block E, no ReTain; over-cropped; DA range = 0.76-1.13",,,,,,12.5,,,,3.0,,,,,,,,,,,,9/5/2023,few,,,,,,,,,10.1,6-7,,,12.5,3.0,,10.1,unknown,True,3,3
Minneiska,0.27,Belchertown,,MA,,,,,65,,"Did not get thinned enough; some russet, freeze; DA range = 0.12-0.34; some seedless, signs of moldy core",,,,,,15,,,,3.1,,,,,,,,,,,,9/5/2023,nil,,,,,,,,,13.4,5-7,,,15.0,3.1,65.0,13.4,unknown,False,3,3
McIntosh (strain?),0.0,Belchertown,,MA,,,,,55,,"from X, signs of pinpoint scab or russet (spray injury)on calyx end; seem to be ripening unevenly down there",,,,,,15,,,,3.2,,,,,,,,,,,,9/5/2023,some,,,,,,,,,12.2,3.5-6,,,15.0,3.2,55.0,12.2,unknown,False,3,3
Buckeye Gala,0.32,Belchertown,,MA,,,,,85,,DA range = 0.05-0.70; pick on change in background color; does not starch test well IMHO,,,,,,19.5,,,,2.75,,,,,,,,,,,,9/5/2023,none,,,,,,,,,13.2,3.5-6.5,,,19.5,2.75,85.0,13.2,unknown,False,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,60,,a little farther along than I would have expected,,,,,,15,,,,3.0,,,,,,,,,,,,9/5/2023,few,,,,,,,,,11,4-5-6,,,15.0,3.0,60.0,11.0,unknown,False,3,3
Honeycrisp,0.58,Belchertown,,MA,,,,,"70, picked on color",,"NC-140, had ReTain I believe, pretty rough look, clustered. bitter pit, rots, etc.Freeze injury. DA range = 0.32-0.84)",,,,,,16,,,,3.2,,,,,,,,,,,,9/5/2023,few,,,,,,,,,12.8,7-8 yikes,,,16.0,3.2,,12.8,unknown,True,3,3
Blondee,0.57,Belchertown,,MA,,,,,,,"DA range = 0.04-1.22; like Gala, does not starch test well",,,,,,18,,,,2.9,,,,,,,,,,,,9/5/2023,nil,,,,,,,,,11.7,3.5-6,,,18.0,2.9,,11.7,unknown,False,3,3
Marshall McIntosh,0.0,Belchertown,,MA,,,,,75-80,,"cider block, do not look so great this year, blemishes from freeze? light crop",,,,,,15,,,,3.1,,,,,,,,,,,,9/5/2023,few,,,,,,,,,12.8,4-5,,,15.0,3.1,,12.8,unknown,False,3,3
MAIA 12 Summerset,0.59,Belchertown,,MA,,,,,"50, not great",,DA range = 0.11-1.04; turning fruity flavor,,,,,,12,,,,3.4 large,,,,,,,,,,,,9/5/2023,nil,,,,,,,,,12.1,5-6-7,,,12.0,,,12.1,unknown,False,3,3
Pink Luster,0.48,Belchertown,,MA,,,,,35-40 blush,,Slight greasiness; DA range = 0.14-0.69; one with moldy core,,,,,,15.5,,,,3.4 large,,,,,,,,,,,,9/5/2023,few,,,,,,,,,10.8,4-5-6-7,,,15.5,,,10.8,unknown,False,3,3
Fuji (early strain?),0.91,Belchertown,,MA,,,,,65,,DA range = 0.66-1.26,,,,,,13,,,,3.2,,,,,,,,,,,,9/5/2023,none,,,,,,,,,11.4,5-6+,,,13.0,3.2,65.0,11.4,unknown,False,3,3
Buckeye Gala,0.26,Belchertown,,MA,,,,,90,,"very nice, heavy crop, but still good size, pick ASAP",,,,,,14,,,,3.0,,,,,,,,,,,,9/11/2023,none,,,,,,,,,11.1,3.5-6+,,,14.0,3.0,90.0,11.1,unknown,False,3,3
Rubymac McIntosh,0.0,Belchertown,,MA,,,,,99,,"young trees, very nice, seemed kind of loose",,,,,,13.5,,,,3.2,,,,,,,,,,,,9/11/2023,nil,,,,,,,,,12.4,4.5 (3.5-6),,,13.5,3.2,99.0,12.4,unknown,False,3,3
Minneiska,0.17,Belchertown,,MA,,,,,75,,DA range = 0.10-0.28,,,,,,16,,,,3.2,,,,,,,,,,,,9/11/2023,nil,,,,,,,,,14.2,4-7 variable,,,16.0,3.2,75.0,14.2,unknown,False,3,3
Honeycrisp (Firestorm?),0.78,Belchertown,,MA,,,,,60 striped,,"freeze damage, SBFS, have never looked good; DA range = (0.47-1.09); pretty much all junk; no ReTain",,,,,,16,,,,3.2,,,,,,,,,,,,9/11/2023,few,,,,,,,,,13.5,4-7 variable,,,16.0,3.2,,13.5,unknown,False,3,3
Honeycrisp,0.5,Belchertown,,MA,,,,,65 maybe,,"DA range = 0.22-0.76); butt cracks, russet, mostly garbage; no ReTain",,,,,,13.7,,,,3.25,,,,,,,,,,,,9/11/2023,nil,,,,,,,,,13.9,6-7-8,,,13.7,3.25,,13.9,unknown,True,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,60,,"pick ASAP, seem loose",,,,,,14,,,,3.1,,,,,,,,,,,,9/11/2023,some,,,,,,,,,10.7,5-6,,,14.0,3.1,60.0,10.7,unknown,False,3,3
Cortland (Redcort?),0.0,Belchertown,,MA,,,,,65 but rather dull,,just say no,,,,,,13.7,,,,3.4 large,,,,,,,,,,,,9/11/2023,none,,,,,,,,,11.1,2,,,13.7,,,11.1,unknown,False,3,3
Honeycrisp,0.62,Belchertown,,MA,,,,,65 but lots of green apples out there still,,had ReTain; DA range = 0.38-0.82; NC-140,,,,,,14,,,,3.3,,,,,,,,,,,,9/11/2023,few,,,,,,,,,13,6-7 mostly 7,,,14.0,3.3,,13.0,unknown,True,3,3
Fuji (Morning Mist),1.01,Belchertown,,MA,,,,,50,,"lots of freeze damage, clustered in tops of trees, not worth harvesting probably; SBFS",,,,,,14.5,,,,3.1,,,,,,,,,,,,9/11/2023,none,,,,,,,,,13.9,4-5,,,14.5,3.1,50.0,13.9,unknown,False,3,3
Gala (strain?),0.49,Belchertown,,MA,,,,,80,,DA range = 0.32-0.83; harvest ASAP,,,,,,16,,,,2.9,,,,,,,,,,,,9/11/2023,nil,,,,,,,,,10.7,5-7-8,,,16.0,2.9,80.0,10.7,unknown,False,3,3
Crimson Crisp,0.79,Belchertown,,MA,,,,,70,,DA range = 0.50-1.08; farther along than I would have thought but light crop,,,,,,20,,,,2.9,,,,,,,,,,,,9/12/2023,none,,,,,,,,,12.5,4-5-6,,,20.0,2.9,70.0,12.5,unknown,False,3,3
Blondee,0.17,Belchertown,,MA,,,,,,,"tropical, fruity flavor",,,,,,16,,,,2.8,,,,,,,,,,,,9/12/2023,none,,,,,,,,,13,"5-6, 4.5?",,,16.0,2.8,,13.0,unknown,False,3,3
Firecracker,0.4,Belchertown,,MA,,,,,50 orange-red blush,,"DA range = 0.26-0.67; attractive, could wait another week; very sensitive to crop load",,,,,,20,,,,2.9,,,,,,,,,,,,9/18/2023,nil,,,,,,,,,15.1,3-6,,,20.0,2.9,,15.1,unknown,False,3,3
Pink Luster,0.33,Belchertown,,MA,,,,,"60 pink blush, attractive",,"DA range = 0.25-0.42; mild flavor, hard to dis-like?",,,,,,16,,,,3.4 large,,,,,,,,,,,,9/18/2023,few,,,,,,,,,12.5,6-7,,,16.0,,,12.5,unknown,False,3,3
Honeycrisp,0.64,Belchertown,,MA,,,,,"50 barely, striped",,DA range = 0.47-0.81; ReTain seemsto be holding up,,,,,,13,,,,3.4 large,,,,,,,,,,,,9/18/2023,some,,,,,,,,,12.7,"one 4, 6-7",,,13.0,,,12.7,unknown,True,3,3
Cortland (Redcort?),0.0,Belchertown,,MA,,,,,75,,"heavy crop; getting better, I might give you my permission to harvest if you ask “pretty please?”",,,,,,16,,,,3.2,,,,,,,,,,,,9/18/2023,none,,,,,,,,,11.4,2-3,,,16.0,3.2,75.0,11.4,unknown,False,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,70,,harvest ASAP,,,,,,13,,,,3.1,,,,,,,,,,,,9/18/2023,"significant, push-off, heavy crop, but loose",,,,,,,,,11.9,6,,,13.0,3.1,70.0,11.9,unknown,False,3,3
Crimson Crisp,0.75,Belchertown,,MA,,,,,95,,"light crop, fire blight; DA range = 0.31-0.99; larger apple quite ripe, smaller apples still green, prone to water core?",,,,,,19,,,,3.0,,,,,,,,,,,,9/18/2023,none,,,,,,,,,14,4.5-6.5,,,19.0,3.0,95.0,14.0,unknown,False,3,3
Empire (Royal?)/B.9,0.0,Belchertown,,MA,,,,,90,,"light crop, virtually no seeds; better by this weekend",,,,,,16,,,,3.2,,,,,,,,,,,,9/18/2023,none,,,,,,,,,12.6,3-6,,,16.0,3.2,90.0,12.6,unknown,False,3,3
Honeycrisp,0.61,Belchertown,,MA,,,,,"55 striped, barely",,NC-140; DA range = 0.19-0.86,,,,,,12,,,,3.3,,,,,,,,,,,,9/18/2023,some,,,,,,,,,11.2,5.5-7,,,12.0,3.3,,11.2,unknown,True,3,3
Buckeye Gala,0.14,Belchertown,,MA,,,,,100,,over the hill mostly...,,,,,,14.5,,,,2.8 small,,,,,,,,,,,,9/19/2023,nil,,,,,,,,,14.5,4-8,,,14.5,,100.0,14.5,unknown,False,3,3
Morning Mist Fuji,0.99,Belchertown,,MA,,,,,55,,Sweet! Harvest ASAP,,,,,,13.5,,,,3.1,,,,,,,,,,,,9/19/2023,nil,,,,,,,,,14.7,4-6.5,,,13.5,3.1,55.0,14.7,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,50 barely,,"still green, need another week at least; ReTain",,,,,,15,,,,3.2,,,,,,,,,,,,9/22/2023,none,,,,,,,,,11.5,3-4,,,15.0,3.2,,11.5,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,55,,no ReTain,,,,,,16.5,,,,3.1,,,,,,,,,,,,9/22/2023,none,,,,,,,,,11.1,3-5 maybe?,,,16.5,3.1,55.0,11.1,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,60,,OK to pick I suppose; more russet near stem end than shows (freeze damage); hint of bitter pit too; seeds stillm mostly white,,,,,,15,,,,3.2 flattish,,,,,,,,,,,,9/25/2023,nil,,,,,,,,,12.2,3-4,,,15.0,,60.0,12.2,unknown,False,3,3
